name,calendar_year,calendar_id,title,category,sub_category,raw_category,normalized_category,source_file,source_start_line,source_end_line,input_frequency,output_frequency,available_at,required_fields,original_formula,implemented_formula,implementation_status,implementation_notes,implementation_key,proxy_of,duplicate_refs,duplicate_type,default_params,warmup_requirement
calendar2024_11_u59d4_6258_6210_4ea4_76f8_5173_6027,2024,11,委托成交相关性,高频因子-量价相关性类,,高频因子-量价相关性类,高频因子,factors2024.md,254,287,1m,1d,T_close,orderbook,"净委买变化率_{k,t}^T = \frac{净委买变化量_{k,t}^T}{流通股本_T}

净委买变化量_{k,t}^T = \sum_{j=1}^{k} 委买变化量_{j,t}^T - \sum_{j=1}^{k} 委卖变化量_{j,t}^T

委托成交相关性_T^i = corr(r_{T,t}^i, netBid_{T,t}^i)",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2024_12_u5f02_5e38_5206_6790_5e08_8986_76d6,2024,12,异常分析师覆盖,分析师因子,,分析师因子,分析师预期类,factors2024.md,288,317,1d,1d,T_close,analyst,"\ln(1 + COV_{i,m}) = \beta_0 + \beta_1 SIZE_{i,m} + \beta_2 LNTO_{i,m} + \beta_1 MOM_{i,m} + \varepsilon_{i,m}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2024_13_u9ad8_9891_4e0a_884c_6ce2_52a8_5360_6bd4,2024,13,高频上行波动占比,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2024.md,318,338,1m,1d,T_close,close,\frac{\sum_t (r_i^t I_{\{r_i^t > 0\}})^2}{\sum_t (r_i^t)^2},sum(r_1m**2 where r_1m>0)/sum(r_1m**2),exact,,intraday_return_measure,,alpha101/158/191/360:concept_overlap,concept_overlap,{'measure': 'up_share'},0
calendar2024_14_1_14,2024,14,1月14日 星期日 腊月初四,高频因子-资金流类,,高频因子-资金流类,高频因子,factors2024.md,339,371,1m,1d,T_close,orderbook,"R_{i,j} = \gamma_0 + \sum_{k=1}^{4} \gamma_{1i,k} D_k^{Day} + \sum_{k=1}^{48} \gamma_{2i,k} D_k^{Int} + \sum_{k=1}^{12} \gamma_{3i,k} R_{i,j-k} + \epsilon_{i,j}

DPIN_{BASE}^{i,j} = \frac{NB_{i,j}}{NT_{i,j}} \times (\epsilon_{i,j} < 0) + \frac{NS_{i,j}}{NT_{i,j}} \times (\epsilon_{i,j} > 0)",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2024_15_u73b0_91d1_4e0e_603b_8d44_4ea7_6bd4,2024,15,现金与总资产比,未分类,,,未分类,factors2024.md,372,398,1d,1d,T_close,cash_equivalent_per_share_ttm|equity_ratio_ttm|book_value_per_share_ttm,"\frac{\text{最近12个月的现金及现金等价物 (TTM)}}{\text{平均总资产}}

\text{平均总资产} = \frac{\text{期初总资产} + \text{期末总资产}}{2}",cash_equivalent_per_share_ttm*equity_ratio_ttm/(book_value_per_share_ttm+1e-12),exact,,legacy_expression,,,,{},0
calendar2024_16_u6bcf_7b14_6210_4ea4_91cf_5dee_5206_6807_51c6,2024,16,每笔成交量差分标准差,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2024.md,399,425,1m,1d,T_close,tick_trade,"diff_i = volb_i - volb_{i-1}

diff\_meanday = mean(abs(\frac{diff_i}{mean(\{volb_i\})}))

diff\_std_{volb} = mean(\{diff\_std_{day}\})",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2024_17_u65b0_95fb_6570_91cf,2024,17,新闻数量,另类因子,,另类因子,另类因子,factors2024.md,426,446,1d,1d,T_close,news,"nc_{i,t} = \text{过去}[t - d + 1, t] \text{天提及过股票}i\text{的新闻总量}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2024_18_u7d2f_8ba1_8df3_8dc3_7edd_5bf9_6536_76ca,2024,18,累计跳跃绝对收益,高频因子-动量反转类,,高频因子-动量反转类,高频因子,factors2024.md,447,477,unknown,1d,T_close,,"JAR = e^{\sum_{t=1}^{D} \{|r_t| \cdot I_{jump\_SwV,t}\}} - 1

I_{jump\_SwV} = I(T_{SwV} > \Phi_{1-\alpha}^{-1})",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2024_19_u975e_6d41_52a8_6027_7684_53d8_5f02_7cfb_6570,2024,19,非流动性的变异系数,未分类,,,流动性因子,factors2024.md,478,507,1d,1d,T_close,close|volume|turnover|a_share_market_val_in_circulation,"ILLIQ_{i,t} = \frac{|r_{i,t}|}{Amount_{i,t}}

CVILLIQ_i = \frac{\sigma(ILLIQ_i)}{ILLIQ_i}","std(abs(return)/turnover,20)/mean(abs(return)/turnover,20)",exact,,daily_liquidity_metric,,research_report_factors:concept_overlap,concept_overlap,"{'metric': 'amihud_cv', 'window': 20, 'long_window': 250}",21
calendar2024_20_u6b8b_5dee_8d44_91d1_6d41_5f3a_5ea6_56e0_5b50,2024,20,残差资金流强度因子,未分类,,,未分类,factors2024.md,508,540,1d,1d,T_close,tick_trade,"S_t = \frac{\sum_{t-T}^{t} (buy_t - sell_t)}{\sum_{t-T}^{t} |buy_t - sell_t|}

S_t = a + bRet20_t + \varepsilon_t",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2024_21_u4ea7_80fd_5229_7528_7387_63d0_5347,2024,21,产能利用率提升,未分类,,,未分类,factors2024.md,541,566,1d,1d,T_close,fundamental_raw,TotalOperationCost_i = a_i + \beta_i FixedAssets_i + \varepsilon_i,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_22_u4e2d_95f4_4ef7_53d8_5316_7387,2024,22,中间价变化率,高频因子-流动性类,,高频因子-流动性类,高频因子,factors2024.md,567,593,1m,1d,T_close,orderbook,"MPC_{t,k} = \frac{M_t - M_{t-k}}{M_{t-k}} \quad M_t = \frac{P_t^B + P_t^A}{2}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2024_23_u603b_5e02_503c,2024,23,总市值,规模因子,,规模因子,规模因子,factors2024.md,594,607,1d,1d,T_close,market_cap_2,,market_cap_2,exact,供应商日频PIT衍生字段,alias:market_cap_2,,,,{},0
calendar2024_24_u6210_4ea4_91cf_6ce2_5cf0_8ba1_6570_56e0_5b50,2024,24,成交量波峰计数因子,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2024.md,608,625,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2024_25_1,2024,25,员工总数增长率-1年 `投资因子`,未分类,,,投资因子,factors2024.md,626,652,1d,1d,T_close,fundamental_raw,"\frac{最近报告期的员工总数 - 上年同期值}{平均员工人数}

平均员工总数 = \frac{最近报告期的员工总数 + 上年同期的员工总数}{2}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_26_u52b3_52a8_529b_6548_5e94,2024,26,劳动力效应,成长因子,,成长因子,成长因子,factors2024.md,653,681,1d,1d,T_close,fundamental_raw,"\frac{\text{最近12个月的人均销售收入}(TTM) - \text{上年同期值}}{\text{上年同期值}}

\text{人均销售收入}(TTM) = \frac{\text{最近12个月的营业收入}(TTM)}{\text{平均员工总数}}

\text{平均员工总数} = \frac{\text{期初员工总数} + \text{期末员工总数}}{2}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_27_u7406_60f3_53cd_8f6c,2024,27,理想反转,高频因子-动量反转类,,高频因子-动量反转类,高频因子,factors2024.md,682,698,1m,1d,T_close,tick_trade,③ 计算理想反转因子：$M = M_{high} - M_{low}$。,,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2024_28_u4ef7_91cf_76f8_5173_6027_5e73_5747_6570_56e0,2024,28,价量相关性平均数因子,未分类,,,未分类,factors2024.md,699,723,1m,1d,T_close,open|high|low|close|volume|turnover|a_share_market_val_in_circulation,"PV\_corr = corr(v_t, p_t)","neutralize(mean(corr(close_1m,volume_1m),20),log(float_market_cap))",exact,,intraday_path_metric,,research_report_factors:concept_overlap,concept_overlap,"{'metric': 'price_volume_corr', 'post_window': 20, 'post_stat': 'mean', 'post_neutralize_market_cap': True}",20
calendar2024_29_u76c8_4f59_53ef_9884_6d4b_6027,2024,29,盈余可预测性,未分类,,,未分类,factors2024.md,724,753,1d,1d,T_close,fundamental_raw,"X_{j,t} = \phi_{0,j} + \phi_{1,j}X_{j,t-1} + v_{j,t}

Predictability = \sqrt{\hat{\sigma}^2(v_j)}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_30_u76c8_4f59_6301_7eed_6027,2024,30,盈余持续性,财务质量因子,,财务质量因子,财务质量因子,factors2024.md,754,779,1d,1d,T_close,fundamental_raw,"X_{j,t} = \phi_{0,j} + \phi_{1,j}X_{j,t-1} + v_{j,t}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_31_u60c5_7eea_6ea2_51fa_56e0_5b50,2024,31,“情绪溢出”因子,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2024.md,780,804,unknown,1d,T_close,,1. 焦点股票 i 的相邻股票数对因子效果影响不大，建议使用较少数量的股票（如 i=10）；,,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2024_32_u8d26_9762_5e02_503c_6bd4,2024,32,账面市值比,估值因子,,估值因子,估值因子,factors2024.md,805,821,1d,1d,T_close,book_to_market_ratio_ttm,\frac{\text{最近报告期归属于母公司股东权益合计}}{\text{总市值}},book_to_market_ratio_ttm,exact,供应商日频PIT衍生字段,alias:book_to_market_ratio_ttm,,,,{},0
calendar2024_33_u4ef7_91cf_76f8_5173_6027_7efc_5408_56e0_5b50,2024,33,价量相关性综合因子,未分类,,,未分类,factors2024.md,822,838,1m,1d,T_close,close|volume|a_share_market_val_in_circulation,PVcorr = \frac{PVcorravg - mean(PVcorravg)}{std(PVcorravg)} + \frac{PVcorrstd - mean(PVcorrstd)}{std(PVcorrstd)},z(PVcorravg)+z(PVcorrstd),exact,,intraday_price_volume_composite,,research_report_factors:concept_overlap,concept_overlap,"{'mode': 'composite', 'window': 20}",20
calendar2024_34_u5df2_5b9e_73b0_6ce2_52a8_7387,2024,34,已实现波动率,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2024.md,841,867,1m,1d,T_close,close,"RV_t = \sum_{i=1}^{N} r_{t,i}^2",sum(log(close/lag(close))**2),exact,,intraday_return_measure,,alpha101/158/191/360:concept_overlap,concept_overlap,{'measure': 'realized_variance'},0
calendar2024_35_u5e02_4ef7_504f_79bb_5ea6,2024,35,市价偏离度,高频因子-流动性类,,高频因子-流动性类,高频因子,factors2024.md,868,895,1m,1d,T_close,orderbook,MPB_t = \overline{TP}_t - \frac{M_t + M_{t-1}}{2} = \overline{TP}_t - \overline{MP}_t,,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2024_36_u4ef7_683c_51b2_51fb_504f_5dee,2024,36,价格冲击偏差,高频因子-资金流类,,高频因子-资金流类,高频因子,factors2024.md,896,926,1m,1d,T_close,tick_trade,"return_i = gamma^{up} \cdot I_i \cdot MF_i + gamma^{down} \cdot (1 - I_i) \cdot MF_i

MF_i = MoneyFlow_i / Amount_i

gammabias = \frac{gamma_{up} - gamma_{down}}{(gamma_{up} - gamma_{down})}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2024_37_amihud,2024,37,Amihud 非流动性因子,流动性因子,,流动性因子,流动性因子,factors2024.md,927,954,1d,1d,T_close,close|volume|turnover|a_share_market_val_in_circulation,"ILLIQ_{i,t} = Avg\left[ \frac{|R_{i,d}|}{VOLD_{i,d}} \right]","mean(abs(return)/turnover,20)",exact,,daily_liquidity_metric,,research_report_factors:concept_overlap,concept_overlap,"{'metric': 'amihud', 'window': 20, 'long_window': 250}",21
calendar2024_38_u5f02_5e38_8d44_672c_6295_8d44,2024,38,异常资本投资,投资因子,,投资因子,投资因子,factors2024.md,955,985,1d,1d,T_close,fundamental_raw,"CI_{t-1} = \frac{CE_{t-1}}{(CE_{t-2} + CE_{t-3} + CE_{t-4}) / 3} - 1

CE = \frac{\text{资本性支出}}{\text{营业收入}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_39_u6807_51c6_5316_8425_4e1a_5229_6da6,2024,39,标准化营业利润,财务质量因子,,财务质量因子,财务质量因子,factors2024.md,986,1010,1d,1d,T_close,fundamental_raw,\frac{\text{营业利润}(TTM)\text{的当期值} - \text{mean}(\text{过去}T\text{期的营业利润}(TTM))}{\text{std}(\text{过去}T\text{期的营业利润}(TTM))},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_40_u8d85_5927_5355_548c_5c0f_5355_7684_540c_6b65,2024,40,超大单和小单的同步相关性,高频因子-资金流类,,高频因子-资金流类,高频因子,factors2024.md,1011,1036,1m,1d,T_close,tick_trade,"RankCorr(EL_t, S_t)",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2024_41_apm,2024,41,APM 因子,高频因子-动量反转类,,高频因子-动量反转类,高频因子,factors2024.md,1037,1071,1m,1d,T_close,close|market_minute_ret,"\text{stat} = \frac{\mu(\delta_t)}{\sigma(\delta_t)/\sqrt{N}}

\text{stat}_j = b \text{Ret }20_j + \varepsilon_j","residual(tstat(epsilon_am-epsilon_pm,20),return20)",exact,,intraday_apm,,,,{'window': 20},20
calendar2024_42_u4fee_6b63_6a21_7cca_4ef7_5dee,2024,42,修正模糊价差,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2024.md,1072,1102,1m,1d,T_close,open|high|low|close|volume|turnover,“日模糊价差”因子 = “日模糊金额比” - “日模糊数量比”；,"0.5*(mean(cross_section_rescaled_negative(fuzzy_amount-fuzzy_volume),20)+std(...,20))",exact,,intraday_fuzzy_spread,,,,{},29
calendar2024_43_u76ee_6807_4ef7_9690_542b_6536_76ca_7387,2024,43,目标价隐含收益率,未分类,,,未分类,factors2024.md,1103,1127,1d,1d,T_close,analyst,\frac{一致目标价}{最近股价} - 1,,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2024_44_u65b0_95fb_80a1_7968_884c_4e1a_5171_73b0,2024,44,新闻股票行业共现,另类因子,,另类因子,另类因子,factors2024.md,1128,1147,1d,1d,T_close,news,"nCO_{i,t} = a_{i,t} - a_{i,t-1}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2024_45_u5c0f_5355_548c_5c0f_5355_7684_9519_4f4d_76f8,2024,45,小单和小单的错位相关性,高频因子-资金流类,,高频因子-资金流类,高频因子,factors2024.md,1148,1166,1m,1d,T_close,tick_trade,"RankCorr(S_t, S_{t+1})",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2024_46_u7814_53d1_8d39_7528_5e02_503c_6bd4,2024,46,研发费用市值比,无形资产因子,,无形资产因子,无形资产因子,factors2024.md,1167,1188,1d,1d,T_close,fundamental_raw,\frac{\text{最近12个月的研发费用}(TTM)}{\text{总市值}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_47_u4e2d_95f4_4ef7_53d8_5316_7387_504f_5ea6,2024,47,中间价变化率偏度,未分类,,,未分类,factors2024.md,1189,1219,1m,1d,T_close,orderbook,"MPCskew_{d,k} = \frac{1}{N_d - k - 1} \sum_{t=k+1}^{N_d} \left( \frac{MPC_{d,t,k} - \overline{MPC_{d,t,k}}}{\sigma_{d,t,k}} \right)^3

MPC_{d,t,k} = \frac{M_{d,t} - M_{d,t-k}}{M_{d,t-k}} \quad M_{d,t} = \frac{P_{d,t}^B + P_{d,t}^A}{2}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2024_48_u9ad8_9891_5df2_5b9e_73b0_504f_5ea6,2024,48,高频已实现偏度,高频因子-收益分布类,,高频因子-收益分布类,高频因子,factors2024.md,1220,1245,1m,1d,T_close,close,"RSkew_i = \frac{\sqrt{N} \sum_{j=1}^{N} (r_{ij} - \bar{r}_i)^3}{RVar_i^{3/2}}

RVar_i = \sum_{j=1}^{N} (r_{ij} - \bar{r}_i)^2","intraday_skew(log(close/ts_delay(close,1)))",exact,,intraday_return_stat,,,,{'stat': 'skew'},0
calendar2024_49_u57fa_672c_9762_9690_542b_6536_76ca,2024,49,基本面隐含收益,动量因子,,动量因子,动量因子,factors2024.md,1246,1283,1d,1d,T_close,fundamental_raw,"MA_{i,t,L}^k = \frac{F_{i,t} + F_{i,t-1} + \cdots + F_{i,t-L+1}}{L}

R_{i,t} = \alpha_t + \sum_{k=1}^{K} \sum_{L=1,2,4,8} \beta_{L,t}^k MA_{i,t-1,L}^k + \varepsilon_{i,t}

FIR_{i,t} = \sum_{k=1}^{K} \sum_{L=1,2,4,8} E_t \left[ \beta_{L,t+1}^k \right] MA_{i,t,L}^k",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_50_u4e0b_884c_5df2_5b9e_73b0_6ce2_52a8_7387,2024,50,下行已实现波动率,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2024.md,1284,1309,1m,1d,T_close,close,"RS_t^- = \sum_{i=1}^N r_{t,i}^2 * I_{r_{t,i} \leq 0}",sum(r_1m**2 where r_1m<=0),exact,,intraday_semivariance,,alpha101/158/191/360:concept_overlap,concept_overlap,{'side': 'down'},0
calendar2024_51_u534f_504f_5ea6_7cfb_7edf_504f_5ea6_6ce2_52a8,2024,51,协偏度（系统偏度）　　　　波动率因子,未分类,,,波动率因子,factors2024.md,1310,1333,1d,1d,T_close,close|market_ret,"cs = \frac{E\left[\varepsilon_i, \varepsilon_m^2\right]}{\sqrt{E\left[\varepsilon_i^2\right] E\left[\varepsilon_m^2\right]}}","coskew(return,market_return,252)",exact,,daily_rolling_risk,,alpha101/158/191/360:concept_overlap,concept_overlap,"{'metric': 'coskew', 'window': 252, 'min_samples': 126}",253
calendar2024_52_u6b8b_5dee_53cd_8f6c,2024,52,残差反转,高频因子-动量反转类,,高频因子-动量反转类,高频因子,factors2024.md,1334,1364,1m,1d,T_close,tick_trade,"S_t = \frac{\sum_{t-T}^{t} (buy_t - sell_t)}{\sum_{t-T}^{t} |buy_t - sell_t|}

Ret20_t = a + b * S_t + \varepsilon_t",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2024_53_u6bcf_80a1_51c0_8d44_4ea7_540c_6bd4_589e_957f,2024,53,每股净资产同比增长率,未分类,,,未分类,factors2024.md,1365,1385,1d,1d,T_close,fundamental_raw,\frac{\text{最近报告期每股净资产(TTM) - 上年同期}}{\text{上年同期值}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_54_u4e0a_884c_5df2_5b9e_73b0_6ce2_52a8_7387,2024,54,上行已实现波动率,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2024.md,1386,1410,1m,1d,T_close,close,"RS_t^+ = \sum_{i=1}^N r_{t,i}^2 * I_{r_{t,i} \geq 0}",sum(r_1m**2 where r_1m>0),exact,,intraday_semivariance,,alpha101/158/191/360:concept_overlap,concept_overlap,{'side': 'up'},0
calendar2024_55_u52a8_6001_4e70_5356_6c14_6307_6807,2024,55,动态买卖气指标,技术因子,,技术因子,量价技术类,factors2024.md,1411,1456,1d,1d,T_close,open|high|low,"DTM = IF(OPEN<OPEN[1],0,MAX((HIGH-OPEN),(OPEN-OPEN[1])))

DBM = IF(OPEN≥OPEN[1],0,MAX ((OPEN-LOW), OPEN-OPEN[1])))

STM = SUM(DTM,N)

SBM = SUM(DBM,N)

ADTM = IF(STM>SBM,(STM-SBM)/STM,IF(STM=SBM,0, (STM-SBM)/SBM))

ADTMMA = SMA(ADTM,M)","ts_where(ts_sum(ts_where(open<ts_delay(open,1),0,ts_greater(high-open,open-ts_delay(open,1))),23)>ts_sum(ts_where(open>=ts_delay(open,1),0,ts_greater(open-low,open-ts_delay(open,1))),23),(ts_sum(ts_where(open<ts_delay(open,1),0,ts_greater(high-open,open-ts_delay(open,1))),23)-ts_sum(ts_where(open>=ts_delay(open,1),0,ts_greater(open-low,open-ts_delay(open,1))),23))/(ts_sum(ts_where(open<ts_delay(open,1),0,ts_greater(high-open,open-ts_delay(open,1))),23)+1e-12),(ts_sum(ts_where(open<ts_delay(open,1),0,ts_greater(high-open,open-ts_delay(open,1))),23)-ts_sum(ts_where(open>=ts_delay(open,1),0,ts_greater(open-low,open-ts_delay(open,1))),23))/(ts_sum(ts_where(open>=ts_delay(open,1),0,ts_greater(open-low,open-ts_delay(open,1))),23)+1e-12))",exact,,legacy_expression,,,,{},24
calendar2024_56_u72ec_7acb_6743_5229_8981_6c42_9879_9879_6570,2024,56,独立权利要求项项数平均值,易类因子,,易类因子,另类因子,factors2024.md,1457,1478,1d,1d,T_close,patent,\text{mean}(\text{截止日前5年内新生成的有效的发明公开审查中专利的独立权利要求项项数}),,blocked_data,精确实现依赖当前数据审计未发现的数据域: patent,,,,,{},0
calendar2024_57_u6563_6237_7f8a_7fa4_6548_5e94,2024,57,散户羊群效应,高频因子-资金流类,,高频因子-资金流类,高频因子,factors2024.md,1479,1500,1m,1d,T_close,tick_trade,"RankCorr(R_t, S_{t+1})",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2024_58_roe,2024,58,规模调整后的ROE,财务质量因子,,财务质量因子,财务质量因子,factors2024.md,1501,1522,1d,1d,T_close,fundamental_raw,"<span class=""tag"">财务质量因子</span>",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2024_59_u80a1_4e1c_6237_6570,2024,59,股东户数,股东因子,,股东因子,股东因子,factors2024.md,1523,1537,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
