name,calendar_year,calendar_id,title,category,sub_category,raw_category,normalized_category,source_file,source_start_line,source_end_line,input_frequency,output_frequency,available_at,required_fields,original_formula,implemented_formula,implementation_status,implementation_notes,implementation_key,proxy_of,duplicate_refs,duplicate_type,default_params,warmup_requirement
calendar2026_1_1_11_u51f8_663e_6027_6536_76ca,2026,1.1.11,凸显性收益,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,323,366,1d,1d,T_close,close,"\sigma(r_{i,s}, \bar{r}*s) = \frac{|r*{i,s}| + |\bar{r}*s| - r*{i,s} - \bar{r}_s}{\theta}

\omega_{i,s} = \frac{\delta_{k_{i,s}}}{\sum_{s'} \delta_{k_{i,s'}} \times \pi_s'}

STR_i = \text{cov}[\omega_{i,s}, r_{i,s}]","cov(normalize(0.7**rank(salience)),return),monthly; salience=(abs(r)+abs(median)-r-median)/.1",exact,2026日历凸显性系数公式与2024版本不同，按年度文本单独实现,daily_salience_return,,,,{'variant': '2026'},21
calendar2026_1_1_12_u60ca_6050_56e0_5b50,2026,1.1.12,惊恐因子,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,366,382,1d,1d,T_close,close|market_ret,\text{惊恐度} = \frac{\text{偏离度}}{\text{基准项}} = \frac{abs(\text{个股收益率}-\text{市场收益率}) + 0.1}{abs(\text{个股收益率}) + abs(\text{市场收益率})},"0.5*(mean(panic*return,20)+std(panic*return,20)); panic=(abs(r-rm)+.1)/(abs(r)+abs(rm))",exact,2026日历原式将0.1置于分子，按该年度文本单独实现,daily_panic_metric,,,,"{'metric': 'base', 'numerator_offset': True}",21
calendar2026_1_1_13_u4e2a_80a1_6536_76ca_6700_9ad8_65f6_7684_4ef7,2026,1.1.13,个股收益最高时的价变共振,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,382,430,1m,1d,T_close,close|turnover,"RMMAX(N)*i = \frac{\sum*{t=n1}^{nN} MEANMKT_t}{N}

MEANMKT_t = \frac{\sum_{i=1}^{I} r_{i,t}}{I}

STDMAX_i = \frac{\sum_{t=n1}^{nN} StandardDeviation(r_t)}{N}

COMAX_i = \frac{RMMAX(N)_i}{STDMAX_i}",cs_rank(mean(market_return at top5 stock_return minutes))/mean(market_cross_std at same minutes),exact,,intraday_market_event_metric,,,,"{'metric': 'resonance', 'side': 'high'}",0
calendar2026_1_1_14_u6ce2_52a8_7387_52a0_5267_60ca_6050_56e0_5b50,2026,1.1.14,波动率加剧-惊恐因子,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,430,470,1m,1d,T_close,close|market_ret,\text{惊恐度} = \frac{\text{偏离度}}{\text{基准项}} = \frac{abs(\text{个股收益率}-\text{市场收益率})}{abs(\text{个股收益率}) + abs(\text{市场收益率}) + 0.1},"0.5*(mean(panic*return*intraday_vol,20)+std(...,20))",exact,,daily_panic_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,{'metric': 'volatility'},21
calendar2026_1_1_15_u4e2a_80a1_6536_76ca_6700_4f4e_65f6_7684_4ef7,2026,1.1.15,个股收益最低时的价变共振,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,470,518,1m,1d,T_close,close|turnover,"RMMIN(N)*i = \frac{\sum*{t=m1}^{mM} MEANMKT_t}{M}

MEANMKT_t = \frac{\sum_{i=1}^{I} r_{i,t}}{I}

STDMIN_i = \frac{\sum_{t=m1}^{mM} StandardDeviation(r_t)}{M}

COMIN_i = \frac{RMMIN(N)_i}{STDMIN_i}",inverse_cs_rank(mean(market_return at bottom5 stock_return minutes))/mean(market_cross_std at same minutes),exact,,intraday_market_event_metric,,,,"{'metric': 'resonance', 'side': 'low'}",0
calendar2026_1_1_16_u6781_7aef_6536_76ca_53cd_8f6c,2026,1.1.16,极端收益反转,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,518,544,1m,1d,T_close,close,"S = |r_{i,t} - \text{median}(r_{i,t})|

\text{rank}\left(\frac{1}{20} \sum r_{i,t_{\max(S)}}\right) + \text{rank}\left(\frac{1}{20} \sum r_{i,t_{\max(S)-1}}\right)","cs_rank(mean(extreme_minute_return,20))+cs_rank(mean(pre_extreme_return,20))",exact,,intraday_extreme_reversal,,alpha101/158/191/360:concept_overlap,concept_overlap,{'window': 20},20
calendar2026_1_1_17_u4e2a_4eba_6295_8d44_8005_4ea4_6613_6bd4_60ca,2026,1.1.17,个人投资者交易比-惊恐因子,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,544,588,1m,1d,T_close,tick_trade,"惊恐度 = \frac{偏离度}{基准项} = \frac{abs(个股收益率 - 市场收益率)}{abs(个股收益率) + abs(市场收益率) + 0.1}

个人投资者交易比 = \frac{成交额小于4万元的个人投资买入和卖出金额均值}{个股总成交额}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2026_1_1_18_u4e2a_80a1_6536_76ca_6700_9ad8_65f6_7684_9886,2026,1.1.18,个股收益最高时的领先成交量异动,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,588,623,1m,1d,T_close,close|turnover,"AMTMAX(N)*i = \frac{\sum*{t=n1}^{nN} AMTPercent_{i,t-1}}{\sum_{t=1}^{T} AMTPercent_{i,t}/T}

AMTPercent_{i,t} = \frac{AMT_{i,t}}{\sum_{i=1}^{I} AMT_{i,t}}",sum(lag(stock_amount/market_amount) at top30 return minutes)/mean(stock_amount/market_amount),exact,,intraday_market_event_metric,,,,"{'metric': 'leading_amount', 'side': 'high'}",0
calendar2026_1_1_19_u8d85_5927_5355_6da8_8dcc_5e45,2026,1.1.19,超大单涨跌幅,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,623,661,1m,1d,T_close,orderbook,"\Delta \ln P_i = \text{当前成交价格的对数} \ln P_i - \text{上一笔成交价格的对数} \ln P_{i-1}

\sum_{i \in S} \Delta \ln P_i",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2026_1_1_20_u6ce8_610f_529b_8870_51cf_60ca_6050_56e0_5b50,2026,1.1.20,注意力衰减-惊恐因子,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,661,703,1d,1d,T_close,close|market_ret,"惊恐度 = \frac{偏离度}{基准项} = \frac{abs(个股收益率 - 市场收益率)}{abs(个股收益率) + abs(市场收益率) + 0.1}

衰减惊恐度_t = 惊恐度_t - \frac{(惊恐度_{t-1} + 惊恐度_{t-2})}{2}","0.5*(mean(max(panic-mean(lag1,lag2),0)*return,20)+std(...,20))",exact,,daily_panic_metric,,,,{'metric': 'decay'},23
calendar2026_1_1_21_u4e2a_80a1_6536_76ca_6700_4f4e_65f6_7684_9886,2026,1.1.21,个股收益最低时的领先成交量异动,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,703,738,1m,1d,T_close,close|turnover,"AMTMIN(M)*k = \frac{\sum*{t=m_1}^{m_2} AMTPercent_{i,t-1}}{\sum_{t=1}^{T} AMTPercent_{i,t}/T}

AMTPercent_{i,t} = \frac{AMT_{i,t}}{\sum_{i=1}^{I} AMT_{i,t}}",sum(lag(stock_amount/market_amount) at bottom30 return minutes)/mean(stock_amount/market_amount),exact,,intraday_market_event_metric,,,,"{'metric': 'leading_amount', 'side': 'low'}",0
calendar2026_1_1_22_u5254_9664_8d85_5927_5355_5f71_54cd_540e_7684,2026,1.1.22,剔除超大单影响后的大单涨跌幅,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,738,776,1m,1d,T_close,orderbook,"\Delta \ln P_i = \text{当前成交价格的对数} \ln P_i - \text{上一笔成交价格的对数} \ln P_{i-1}

\sum_{i \in S_2} \Delta \ln P_i",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2026_1_1_23_u8d8b_52bf_5360_6bd4,2026,1.1.23,趋势占比,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,776,806,1m,1d,T_close,open|high|low|close|volume|turnover,"trendratio_{D,i} = \frac{p_{T,D,i} - p_{1,D,i}}{\sum_{t=2}^{T} |p_{t,D,i} - p_{t-1,D,i}|}",(last(close_1m)-first(close_1m))/sum(abs(delta(close_1m))),exact,,intraday_path_metric,,,,{'metric': 'trend_ratio'},0
calendar2026_1_1_24_u504f_950b_6da8_8dcc_5e45,2026,1.1.24,偏锋涨跌幅,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,806,833,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2026_1_1_25_u81ea_4fe1_6ea2_51fa_56e0_5b50,2026,1.1.25,“自信溢出”因子,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,833,863,unknown,1d,T_close,,① 焦点股票 i 的相邻股票数对因子效果影响不大，建议使用较少数量的股票（如 i=10）；,,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2026_1_1_26_u65e5_5185_6700_5927_56de_64a4,2026,1.1.26,日内最大回撤,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,863,893,1m,1d,T_close,close,"intradaymaxdrawdown_{D,i} = \min_{0<t<T} \min_{0<\tau\leq T-t} \frac{p_{t+\tau,D,i}}{p_{t,D,i}} - 1",min(close/cummax(close)-1),exact,,intraday_max_drawdown,,,,{},0
calendar2026_1_1_27_u7d2f_8ba1_8df3_8dc3_7edd_5bf9_6536_76ca,2026,1.1.27,累计跳跃绝对收益,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,893,933,unknown,1d,T_close,,"JAR = e^{\sum_{t=1}^{D} \left |r_t| \cdot I_{jumpSwV,t} \right} - 1

I_{jumpSwV} = I(T_{SwV} > \Phi^{-1}_{1-\alpha})",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2026_1_1_28_u6700_5927_6da8_5e45,2026,1.1.28,最大涨幅,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,933,963,1m,1d,T_close,open|high|low|close|volume|turnover,MAX_t = \prod_{i \in maxprod} (1 + r_i),product(1+top10pct(r_1m)),exact,,intraday_path_metric,,,,{'metric': 'max_rise'},0
calendar2026_1_1_29_u9694_591c_6536_76ca_7387,2026,1.1.29,隔夜收益率,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,963,995,1d,1d,T_close,open|close,"overnightret_{t,i} = \frac{open_{t,i}}{close_{t-1,i}} - 1","open/lag(close,1)-1",exact,,overnight_return,,,,{},2
calendar2026_1_1_30_u8000_773c_6536_76ca_7387,2026,1.1.30,耀眼收益率,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,995,1029,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2026_1_1_31_u65e5_5185_6536_76ca_7387,2026,1.1.31,日内收益率,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,1029,1061,1d,1d,T_close,open|close,"intradayret_{t,i} = \frac{close_{t,i}}{open_{t,i}} - 1",close/open-1,exact,,daily_intraday_return,,,,{},0
calendar2026_1_1_32_apm,2026,1.1.32,APM 因子,高频因子,动量反转类,动量反转类,高频因子,factors2026.md,1061,1103,1m,1d,T_close,close|market_minute_ret,"r_i = \alpha + \beta R_i + \varepsilon_i

\delta_t = \varepsilon_t^{am} - \varepsilon_t^{pm}

\text{stat} = \frac{\mu(\delta_t)}{\sigma(\delta_t) / \sqrt{N}}

\text{stat}_j = b \cdot \text{Ret20}_j + \varepsilon_j","residual(tstat(epsilon_am-epsilon_pm,20),return20)",exact,,intraday_apm,,,,{'window': 20},20
calendar2026_1_2_1_u8df3_8dc3_5f3a_5ea6,2026,1.2.1,跳跃强度,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1105,1153,unknown,1d,T_close,,"T_{SuV} = \frac{BV_t}{N^{-1}\sqrt{\hat{\Omega}_{SuV}}} (1 - \frac{RV_t}{SuV_t}) \xrightarrow{d} N(0,1)

\hat{\Omega}*{SuV} = \frac{\mu_6}{9} \frac{N^3}{N-5} \sum*{j=1}^{N-4} \prod_{k=0}^{4} |r_{t,j+k}|^{3/2}

SuV_t = 2 \sum_{i=1}^{N} (R_{t,i} - r_{t,i})

I_{JumpSuV} = I(T_{SuV} > \Phi_{1-\alpha}^{-1})

JArr = \frac{1}{D} \sum_{t=1}^{D} I_{JumpSuV, t}",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2026_1_2_2_u4e0b_884c_8df3_8dc3_6ce2_52a8_7387,2026,1.2.2,下行跳跃波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1153,1195,1m,1d,T_close,open|high|low|close|volume|turnover,"RVJN_t = \max(RS^-_t - \frac{1}{2} \widehat{IV}_t, 0)

RS^-*t = \sum*{i=1}^{n} r^2_{t,i} I_{r_{t,i} > 0} \to_u \frac{1}{2} \int_0^t \sigma^2_s ds + \sum_{s \leq t} \Delta X^2_s I_{\Delta X_s < 0}

\widehat{IV}*t = \mu^{-3}*{\frac{2}{3}} \sum_{i=k}^{n} |r_{t_i}|^{\frac{2}{3}} |r_{t_{i-1}}|^{\frac{2}{3}} |r_{t_{i-k+1}}|^{\frac{2}{3}}","max(down_semivariance-0.5*tripower_variation,0)",exact,,intraday_path_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,{'metric': 'down_jump'},0
calendar2026_1_2_3_u7406_60f3_632f_5e45_56e0_5b50,2026,1.2.3,理想振幅因子,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1195,1218,1d,1d,T_close,high|low|close,V(\lambda) = V_{\text{high}}(\lambda) - V_{\text{low}}(\lambda),"mean(amplitude|top25pct(close),20)-mean(amplitude|bottom25pct(close),20)",exact,,daily_ideal_amplitude,,,,"{'window': 20, 'fraction': 0.25}",20
calendar2026_1_2_4_u4e3b_529b_6ce2_52a8_7387,2026,1.2.4,主力波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1218,1249,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2026_1_2_5_u4e0a_4e0b_884c_8df3_8dc3_6ce2_52a8_7684_4e0d,2026,1.2.5,上下行跳跃波动的不对称性,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1249,1285,1m,1d,T_close,open|high|low|close|volume|turnover,"SRVJ_t = RVLP_t - RVJN_t

RVJP_t = \max(RS^+_t - \frac{1}{2}\widehat{IV}_t, 0)

RVJN_t = \max(RS^-_t - \frac{1}{2}\widehat{IV}_t, 0)",up_jump-down_jump,exact,,intraday_path_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,{'metric': 'jump_asymmetry'},0
calendar2026_1_2_6_u4fee_6b63_7684_632f_5e45,2026,1.2.6,修正的振幅,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1285,1325,1d,1d,T_close,high|low|close,\text{日度振幅} = \frac{\text{当日最高价} - \text{当日最低价}}{\text{上一日收盘价}},"(high-low)/(ts_delay(close,1)+1e-12)",exact,,legacy_expression,,,,{},1
calendar2026_1_2_7_u91cf_6d8c_6ce2_52a8_7387,2026,1.2.7,量涌波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1325,1349,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2026_1_2_8_u9ad8_9891_4e0a_884c_6ce2_52a8_5360_6bd4,2026,1.2.8,高频上行波动占比,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1349,1379,1m,1d,T_close,close,\text{高频上行波动占比} = \frac{\sum_t (r_i^t I_{r_i^t > 0})^2}{\sum_t (r_i^t)^2},sum(r_1m**2 where r_1m>0)/sum(r_1m**2),exact,,intraday_return_measure,,alpha101/158/191/360:concept_overlap,concept_overlap,{'measure': 'up_share'},0
calendar2026_1_2_9_u5927_7684_4e0a_884c_8df3_8dc3_6ce2_52a8_7387,2026,1.2.9,大的上行跳跃波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1379,1421,1m,1d,T_close,open|high|low|close|volume|turnover,"RVLJP_{\gamma,t} = \min(RVJP_t, \sum_{i=1}^{n} r_{i,t}^2 I_{r_{i,t} > \gamma})

RVJP_t = \max(RS_t^+ - \frac{1}{2} \widehat{IV}_t, 0)

\gamma = \alpha \Delta_n^{0.49} \sqrt{\widehat{IV}_t}","min(up_jump,sum(r**2 where r>gamma))",exact,,intraday_path_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,{'metric': 'large_up_jump'},0
calendar2026_1_2_10_u65e5_5185_8df3_8dc3_5ea6,2026,1.2.10,日内跳跃度,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1421,1483,1m,1d,T_close,open|high|low|close|volume|turnover,"= \frac{t\text{分钟收盘价}}{t-1\text{分钟收盘价}} - 1

= \ln\left(\frac{t\text{分钟收盘价}}{t-1\text{分钟收盘价}}\right)

= t\text{分钟单利收益率} - t\text{分钟连续复利收益率}

= (t\text{分钟单复利差})^2 - 2 \cdot (t\text{分钟连续复利收益率})^2

e^x = 1 + \frac{1}{1!}x + \frac{1}{2!}x^2 + \frac{1}{3!}x^3 + o(x^3)

((e^x - 1) - \frac{1}{1!}x) * 2 - x^2 = \left(\frac{1}{2!}x^2 + \frac{1}{3!}x^3 + o(x^3)\right) * 2 - x^2 = \left(\frac{1}{3!}x^3 + o(x^3)\right) * 2",mean(2*(simple_return-log_return)-log_return**2),exact,,intraday_path_metric,,,,{'metric': 'jump_degree'},0
calendar2026_1_2_11_u8000_773c_6ce2_52a8_7387,2026,1.2.11,耀眼波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1483,1517,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2026_1_2_12_u5c0f_7684_4e0b_884c_8df3_8dc3_6ce2_52a8_7387,2026,1.2.12,小的下行跳跃波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1517,1563,1m,1d,T_close,open|high|low|close|volume|turnover,"RVSJN_t = RVJN_t - RVLJN_{\gamma,t}

RVLJN_{\gamma,t} = \min(RVJN_t, \sum_{i=1}^{n} r_{i,t}^2 I_{r_{i,t} < -\gamma})

RVJN_t = \max(RS^-_t - \frac{1}{2} \widehat{IV}_t, 0)

\gamma = \alpha \Delta_n^{0.49} \sqrt{\widehat{IV}_t}",down_jump-large_down_jump,exact,,intraday_path_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,{'metric': 'small_down_jump'},0
calendar2026_1_2_13_u9ad8_9891_4e0b_884c_6ce2_52a8_5360_6bd4,2026,1.2.13,高频下行波动占比,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1563,1593,1m,1d,T_close,close,\text{高频下行波动占比} = \frac{\sum_t (r_i^t I_{r_i^t < 0})^2}{\sum_t (r_i^t)^2},sum(r_1m**2 where r_1m<0)/sum(r_1m**2),exact,,intraday_return_measure,,alpha101/158/191/360:concept_overlap,concept_overlap,{'measure': 'down_share'},0
calendar2026_1_2_14_pca,2026,1.2.14,基于 PCA 的特质波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1593,1635,unknown,1d,T_close,,"r_{i,t} = \alpha_{i,t} + \beta_i^{F1} \times F1 + \cdots + \varepsilon_i

IV = std(\varepsilon_i)",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2026_1_2_15_u5927_7684_4e0a_4e0b_884c_8df3_8dc3_6ce2_52a8,2026,1.2.15,大的上下行跳跃波动不对称性,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1635,1673,1m,1d,T_close,open|high|low|close|volume|turnover,"SRVLJ_t = RVLJP_{\gamma,t} - RVLJN_{\gamma,t}

RVLJN_{\gamma,t} = \min(RVJN_t, \sum_{i=1}^{n} r_{i,t}^2 I_{r_{i,t} < -\gamma})

RVLJP_{\gamma,t} = \min(RVJP_t, \sum_{i=1}^{n} r_{i,t}^2 I_{r_{i,t} > \gamma})",large_up_jump-large_down_jump,exact,,intraday_path_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,{'metric': 'large_jump_asymmetry'},0
calendar2026_1_2_16_u5df2_5b9e_73b0_6ce2_52a8_7387,2026,1.2.16,已实现波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1673,1703,1m,1d,T_close,close,"RV_t = \sum_{i=1}^{N} r_{t,i}^2",sum(log(close/lag(close))**2),exact,,intraday_return_measure,,alpha101/158/191/360:concept_overlap,concept_overlap,{'measure': 'realized_variance'},0
calendar2026_1_2_17_u7279_8d28_65e5_5185_6536_76ca_6ce2_52a8_7387,2026,1.2.17,特质日内收益波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1703,1749,unknown,1d,T_close,,"IntradayRet_{i,t} = \frac{Close_{i,t}}{Open_{i,t}} - 1

IntradayRet_{i,t} = \alpha_{i,t} + \beta_i^{F1} \times F1 + \cdots + \varepsilon_i

IntradayRetIV = std(\varepsilon_i)",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2026_1_2_18_u4e0b_884c_5df2_5b9e_73b0_6ce2_52a8_7387,2026,1.2.18,下行已实现波动率,高频因子,波动跳跃类,波动跳跃类,高频因子,factors2026.md,1749,1781,1m,1d,T_close,close,"RS_t^- = \sum_{i=1}^{N} r_{t,i}^2 * I_{r_{t,i} \leq 0}",sum(r_1m**2 where r_1m<=0),exact,,intraday_semivariance,,alpha101/158/191/360:concept_overlap,concept_overlap,{'side': 'down'},0
