name,calendar_year,calendar_id,title,category,sub_category,raw_category,normalized_category,source_file,source_start_line,source_end_line,input_frequency,output_frequency,available_at,required_fields,original_formula,implemented_formula,implementation_status,implementation_notes,implementation_key,proxy_of,duplicate_refs,duplicate_type,default_params,warmup_requirement
calendar2023_2_1_9_u5546_54c1_901a_9053_6307_6807,2023,2.1.9,商品通道指标,量价技术类,技术因子-超买超卖,技术因子-超买超卖,量价技术类,factors2023.md,139,151,1d,1d,T_close,high|low|close,"TP = (HIGH+LOW+CLOSE)/3
CCI(N) = (TP-SMA(P,N))/(0.015\*MAD(TP,N))
默认: N = 20","((high+low+close)/3-ts_mean((high+low+close)/3,14))/(0.015*ts_avedev((high+low+close)/3,14)+1e-12)",exact,,legacy_expression,,,,{},14
calendar2023_2_2_1_u4eba_6c14_6307_6570,2023,2.2.1,人气指数,量价技术类,技术因子-动量反转型,技术因子-动量反转型,量价技术类,factors2023.md,152,161,1d,1d,T_close,open|high|low,"AR(N) = SUM(HIGH-OPEN,N)/SUM(OPEN-LOW,N)\*100
默认: N = 20","100*ts_sum(high-open,26)/(ts_sum(open-low,26)+1e-12)",exact,,legacy_expression,,,,{},26
calendar2023_2_2_2_u5fc3_7406_7ebf,2023,2.2.2,心理线,量价技术类,技术因子-动量反转型,技术因子-动量反转型,量价技术类,factors2023.md,161,169,1d,1d,T_close,close,"PSY = 100\*COUNT(CLOSE>CLOSE\[1],N)/N
默认: N = 12","100*ts_mean(rq_as_float(close>ts_delay(close,1)),12)",exact,,legacy_expression,,,,{},13
calendar2023_2_2_3_u6885_65af_7ebf,2023,2.2.3,梅斯线,量价技术类,技术因子-动量反转型,技术因子-动量反转型,量价技术类,factors2023.md,169,176,1d,1d,T_close,high|low,"MASSINDEX = EMA(HIGH-LOW,9)/EMA((EMA(HIGH-LOW,9),9)","ts_ema(high-low,9)/(ts_ema(ts_ema(high-low,9),9)+1e-12)",exact,,legacy_expression,,,,{},18
calendar2023_2_2_4_u968f_673a_52a8_91cf_6307_6807,2023,2.2.4,随机动量指标,量价技术类,技术因子-动量反转型,技术因子-动量反转型,量价技术类,factors2023.md,176,190,1d,1d,T_close,high|low|close,"C(N) = (MAX(HIGH,N)+MAX(LOW,N))/2
H = CLOSE-C(N)
SH1 = EMA(H,N1)
SH2 = EMA(SH1,N2)
R = MAX(HIGH,N)-MAX(LOW,N)
SR1 = EMA(R,N1)
SR2 = EMA(SR1,N2)/2
SMI = (SH2/SR2)\*100
默认: N = 10、N1 = 3、N2 = 3","100*ts_ema(ts_ema(close-(ts_max(high,10)+ts_max(low,10))/2,3),3)/(ts_ema(ts_ema(ts_max(high,10)-ts_max(low,10),3),3)/2+1e-12)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},16
calendar2023_2_2_5_u65e5_5185_52a8_91cf_6307_6807,2023,2.2.5,日内动量指标,量价技术类,技术因子-动量反转型,技术因子-动量反转型,量价技术类,factors2023.md,190,200,1d,1d,T_close,open|close,"USUM(N) = SUM(IF(CLOSE>OPEN, CLOSE-OPEN,0),N)
DSUM(N) = SUM(IF(CLOSE<=OPEN, OPEN-CLOSE,0),N)
IMI(N) = USUM(N)/(USUM(N)+DSUM(N))\*100
若分母为 0，则令 IMI = 100","100*ts_sum(ts_where(close>open,close-open,0),20)/(ts_sum(ts_where(close>open,close-open,0),20)+ts_sum(ts_where(close<=open,open-close,0),20)+1e-12)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},20
calendar2023_2_2_6_u7b80_6613_6ce2_52a8_6307_6807,2023,2.2.6,简易波动指标,量价技术类,技术因子-动量反转型,技术因子-动量反转型,量价技术类,factors2023.md,200,210,1d,1d,T_close,high|low|volume,"MM = ((HIGH-LOW)-(HIGH\[1]-LOW\[1]))/2
BR = VOL/(HIGH-LOW)
EMV = MM/BR","(((high-low)-ts_delay(high-low,1))/2)*(high-low)/(volume+1e-12)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},2
calendar2023_2_2_7_u94b1_5fb7_52a8_91cf_6446_52a8_6307_6807,2023,2.2.7,钱德动量摆动指标,量价技术类,技术因子-动量反转型,技术因子-动量反转型,量价技术类,factors2023.md,210,223,1d,1d,T_close,close,"CZ1 = IF(CLOSE-CLOSE\[1]>0,CLOSE-CLOSE\[1],0)
CZ2 = IF(CLOSE-CLOSE\[1]<0,ABS(CLOSE-CLOSE\[1]),0)
SU(N) = SUM(CZ1,N)
SD(N) = SUM(CZ2,N)
CMO = (SU(N)-SD(N))/(SU(N)+SD(N))\*100
默认: N = 20","100*(ts_sum(ts_where(close-ts_delay(close,1)>0,close-ts_delay(close,1),0),14)-ts_sum(ts_where(close-ts_delay(close,1)<0,-1*(close-ts_delay(close,1)),0),14))/(ts_sum(ts_abs(close-ts_delay(close,1)),14)+1e-12)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},15
calendar2023_2_2_8_u963f_9686_6307_6570,2023,2.2.8,阿隆指数,量价技术类,技术因子-动量反转型,技术因子-动量反转型,量价技术类,factors2023.md,223,234,1d,1d,T_close,high|low,"AROON上升数 = (计算期天数-最高价后的天数)/计算期天数\*100
AROON下降数 = (计算期天数-最低价后的天数)/计算期天数\*100
AROON = AROON上升数 - AROON下降数
默认: 计算期天数 N = 20","100*(ts_lowday(low,25)-ts_highday(high,25))/25",exact,,legacy_expression,,,,{},25
calendar2023_2_2_9_u4e70_5356_610f_613f_6307_6807,2023,2.2.9,买卖意愿指标,量价技术类,技术因子-动量反转型,技术因子-动量反转型,量价技术类,factors2023.md,234,242,1d,1d,T_close,high|low|close,"BR(N) = SUM(MAX(0,HIGH-CLOSE\[1]),N)/SUM(MAX(0,CLOSE\[1]-LOW))
默认: N = 20","100*ts_sum(ts_greater(high-ts_delay(close,1),0),20)/(ts_sum(ts_greater(ts_delay(close,1)-low,0),20)+1e-12)",exact,,legacy_expression,,,,{},21
calendar2023_2_3_1_u4f73_5e86_79bb_6563_6307_6807,2023,2.3.1,佳庆离散指标,量价技术类,技术因子-波动型,技术因子-波动型,量价技术类,factors2023.md,244,254,1d,1d,T_close,high|low,"REM = EMA((HIGH-LOW),N)
CV = 100*(REM-REM\[M])/REM\[M]
默认: N = 10、M = 10","100*(ts_ema(high-low,10)-ts_delay(ts_ema(high-low,10),10))/(ts_delay(ts_ema(high-low,10),10)+1e-12)",exact,,legacy_expression,,,,{},20
calendar2023_2_3_2_u5e73_5747_771f_5b9e_6ce2_5e45,2023,2.3.2,平均真实波幅,量价技术类,技术因子-波动型,技术因子-波动型,量价技术类,factors2023.md,254,263,1d,1d,T_close,high|low|close,"TR = MAX(HIGH-LOW,ABS(HIGH-CLOSE\[1]),ABS(LOW-CLOSE\[1]))
ATR = EMA(TR,N)
默认: N = 20","ta_atr(high,low,close,14)",exact,,legacy_expression,,,,{},15
calendar2023_2_3_3_u76f8_5bf9_6ce2_52a8_7387_6307_6807,2023,2.3.3,相对波动率指标,量价技术类,技术因子-波动型,技术因子-波动型,量价技术类,factors2023.md,263,280,1d,1d,T_close,high|low,"UM(PRICE,N1) = IF(PRICE>PRICE\[1],STD(PRICE,N1),0)
DM(PRICE,N1) = IF(PRICE<PRICE\[1],STD(PRICE,N1),0)
UA(N2) = (UA\[1]\*(N-1)+UM)/N2
DA(N2) = (DA\[1]\*(N-1)+DM)/N2
RS(PRICE) = 100\*UA/(UA+DA)
RVI = (RS(HIGH)+RS(LOW))/2
UA初始值 = SMA(UM,N)
DA初始值 = SMA(DM,N)
若分母为 0，则令 RVI = 0
默认: N = 5、N1 = 10、N2 = 20","50*(ts_ema(ts_where(high>ts_delay(high,1),ts_std(high,10),0),20)/(ts_ema(ts_where(high>ts_delay(high,1),ts_std(high,10),0),20)+ts_ema(ts_where(high<ts_delay(high,1),ts_std(high,10),0),20)+1e-12)+ts_ema(ts_where(low>ts_delay(low,1),ts_std(low,10),0),20)/(ts_ema(ts_where(low>ts_delay(low,1),ts_std(low,10),0),20)+ts_ema(ts_where(low<ts_delay(low,1),ts_std(low,10),0),20)+1e-12))",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},30
calendar2023_2_3_4_u533a_57df_6307_6570,2023,2.3.4,区域指数,量价技术类,技术因子-波动型,技术因子-波动型,量价技术类,factors2023.md,280,292,1d,1d,T_close,high|low|close,"TR = MAX(HIGH-LOW,ABS(CLOSE\[1]-HIGH),ABS(CLOSE\[1]-LOW))
W = IF(CLOSE>CLOSE\[1],TR/(CLOSE-CLOSE\[1]),TR)
SR(N1) = IF(MAX(W,N1)-MIN(W,N1)>0, (W-MIN(W,N1))/(MAX(W,N1)-MIN(W,N1))\*100, (W-MIN(W,N1))\*100)
RI(N1,N2) = EMA(SR(N1),N2)
默认: N1 = 20、N2 = 5","ts_ema(100*(ts_where(close>ts_delay(close,1),ts_greater(ts_greater(high-low,ts_abs(ts_delay(close,1)-high)),ts_abs(ts_delay(close,1)-low))/(close-ts_delay(close,1)+1e-12),ts_greater(ts_greater(high-low,ts_abs(ts_delay(close,1)-high)),ts_abs(ts_delay(close,1)-low)))-ts_min(ts_where(close>ts_delay(close,1),ts_greater(ts_greater(high-low,ts_abs(ts_delay(close,1)-high)),ts_abs(ts_delay(close,1)-low))/(close-ts_delay(close,1)+1e-12),ts_greater(ts_greater(high-low,ts_abs(ts_delay(close,1)-high)),ts_abs(ts_delay(close,1)-low))),20))/(ts_max(ts_where(close>ts_delay(close,1),ts_greater(ts_greater(high-low,ts_abs(ts_delay(close,1)-high)),ts_abs(ts_delay(close,1)-low))/(close-ts_delay(close,1)+1e-12),ts_greater(ts_greater(high-low,ts_abs(ts_delay(close,1)-high)),ts_abs(ts_delay(close,1)-low))),20)-ts_min(ts_where(close>ts_delay(close,1),ts_greater(ts_greater(high-low,ts_abs(ts_delay(close,1)-high)),ts_abs(ts_delay(close,1)-low))/(close-ts_delay(close,1)+1e-12),ts_greater(ts_greater(high-low,ts_abs(ts_delay(close,1)-high)),ts_abs(ts_delay(close,1)-low))),20)+1e-12),5)",exact,,legacy_expression,,,,{},26
calendar2023_2_3_5_u8521_91d1_6ce2_52a8_7387_6307_6807,2023,2.3.5,蔡金波动率指标,量价技术类,技术因子-波动型,技术因子-波动型,量价技术类,factors2023.md,292,301,1d,1d,T_close,high|low,"CVI(N) = (EMA(HIGH-LOW,N)-EMA(HIGH-LOW,N)\[N])/EMA(HIGH-LOW,N)\*100
默认: N = 20","100*((high-low)-ts_delay(high-low,10))/(ts_delay(high-low,10)+1e-12)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},10
calendar2023_2_4_1_u7d2f_8ba1_632f_52a8_5347_964d_6307_6807,2023,2.4.1,累计振动升降指标,量价技术类,技术因子-趋势型,技术因子-趋势型,量价技术类,factors2023.md,303,322,1d,1d,T_close,open|high|low|close|volume,"A = ABS(HIGH-CLOSE\[1])
B = ABS(LOW-CLOSE\[1])
C = ABS(HIGH-LOW\[1])
D = ABS(CLOSE\[1]-OPEN\[1])
E = CLOSE-CLOSE\[1]
F = CLOSE-OPEN
G = CLOSE\[1]-OPEN\[1]
X = E+0.5F+G
K = MAX(A,B)
R = IF(A>B AND A>C, A+0.5B+0.25D, IF(B>A AND B>C, B+0.5A+0.25D, C+0.25D))
SI = 16\*X/R\*K
ASI(N) = SUM(SI,N)","sum(16*X/R*K,20)",exact,,daily_technical_metric,,,,"{'metric': 'asi', 'window': 20}",20
calendar2023_2_4_2_u591a_7a7a_6307_6570,2023,2.4.2,多空指数,量价技术类,技术因子-趋势型,技术因子-趋势型,量价技术类,factors2023.md,322,332,1d,1d,T_close,close,"BBI = (MA(CLOSE,M1)+MA(CLOSE,M2)+MA(CLOSE,M3)+MA(CLOSE,M4))/4
默认: M1 = 3、M2 = 6、M3 = 12、M4 = 20","(ts_mean(close,3)+ts_mean(close,6)+ts_mean(close,12)+ts_mean(close,24))/4",exact,,legacy_expression,,,,{},24
calendar2023_2_4_3_u4f30_6ce2_6307_6807,2023,2.4.3,估波指标,量价技术类,技术因子-趋势型,技术因子-趋势型,量价技术类,factors2023.md,332,345,1d,1d,T_close,close,"R(N1) = ((CLOSE-CLOSE\[N1])/CLOSE\[N1])\*100
R(N2) = ((CLOSE-CLOSE\[N2])/CLOSE\[N2])\*100
RC(N1,N2) = R(N1)+R(N2)
COPPOCK(N1,N2,N3) = WMA(RC(N1,N2),N3)
默认: N1 = 14、N2 = 11、N3 = 10","ta_wma(100*((close-ts_delay(close,14))/(ts_delay(close,14)+1e-12)+(close-ts_delay(close,11))/(ts_delay(close,11)+1e-12)),10)",exact,,legacy_expression,,,,{},24
calendar2023_2_4_4_u6210_4ea4_91cf_5e73_6ed1_5f02_540c_5747_7ebf,2023,2.4.4,成交量平滑异同均线指标,量价技术类,技术因子-趋势型,技术因子-趋势型,量价技术类,factors2023.md,345,358,1d,1d,T_close,volume,"SHORT = EMA(VOL,N1)
LONG = EMA(VOL,N2)
DIFF = SHORT-LONG
DEA = EMA(DIFF,M)
VMACD = DIFF-DEA
默认: N1 = 12、N2 = 26、M = 9","(ts_ema(volume,12)-ts_ema(volume,26))-ts_ema(ts_ema(volume,12)-ts_ema(volume,26),9)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},35
calendar2023_2_4_5_u5782_76f4_6c34_5e73_8fc7_6ee4_6307_6807,2023,2.4.5,垂直水平过滤指标,量价技术类,技术因子-趋势型,技术因子-趋势型,量价技术类,factors2023.md,358,372,1d,1d,T_close,close,"HCP = MAX(HIGH,N)
LCP = MIN(LOW,N)
A = ABS(HCP-LCP)
B = SUM(ABS(CLOSE-CLOSE\[1]),N)
VHF = A/B
若分母为 0，则令 IMI = 0
默认: N = 20","(ts_max(close,28)-ts_min(close,28))/(ts_sum(ts_abs(close-ts_delay(close,1)),28)+1e-12)",exact,,legacy_expression,,,,{},29
calendar2023_2_4_6_u4e09_91cd_6307_6570_79fb_52a8_5e73_5747_6307,2023,2.4.6,三重指数移动平均指标,量价技术类,技术因子-趋势型,技术因子-趋势型,量价技术类,factors2023.md,372,384,1d,1d,T_close,close,"EMA1 = EMA(REAL,N)
EMA2 = EMA(EMA1,N)
EMA3 = EMA(EMA2,N)
TEMA = 3\*EMA1-3\*EMA2+EMA3
默认: N = 5, REAL为任意序列，如CLOSE、VOL等","100*(ta_tema(close,12)-ts_delay(ta_tema(close,12),1))/(ts_delay(ta_tema(close,12),1)+1e-12)",exact,,legacy_expression,,,,{},36
calendar2023_2_4_7_u5e73_6ed1_5f02_540c_5747_7ebf_6307_6807,2023,2.4.7,平滑异同均线指标,量价技术类,技术因子-趋势型,技术因子-趋势型,量价技术类,factors2023.md,384,394,1d,1d,T_close,close,"DIF = EMA(CLOSE,N1)-EMA(CLOSE,N2)
DEA = EMA(DIF,N3)
MACD = 2*(DIF-DEA)
默认: N1 = 12、N2 = 26、N3 = 9","ts_ema(close,12)-ts_ema(close,26)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},26
calendar2023_2_5_1_u8521_91d1_8d27_5e01_6d41_91cf_6307_6807,2023,2.5.1,蔡金货币流量指标,量价技术类,技术因子-成交量型,技术因子-成交量型,量价技术类,factors2023.md,395,404,1d,1d,T_close,high|low|close|volume,"CLV = VOL*((CLOSE-LOW)-(HIGH-CLOSE))/(HIGH-CLOSE)
CMF(N) = SUM(CLV,N)/SUM(VOL,N)\*100
默认: N = 20","100*ts_sum(volume*((close-low)-(high-close))/(high-low+1e-12),20)/(ts_sum(volume,20)+1e-12)",exact,,legacy_expression,,,,{},20
calendar2023_2_5_2_u7d2f_79ef_6d3e_53d1_7ebf,2023,2.5.2,累积/派发线,量价技术类,技术因子-成交量型,技术因子-成交量型,量价技术类,factors2023.md,404,411,1d,1d,T_close,high|low|close|volume,"AD = SUM(VOL\*(2\*CLOSE-HIGH-LOW)/(HIGH+LOW),0)",ts_cumsum(((close-low)-(high-close))/(high-low+1e-12)*volume),exact,,legacy_expression,,,,{},1
calendar2023_2_5_3_u4f73_5e86_6307_6807,2023,2.5.3,佳庆指标,量价技术类,技术因子-成交量型,技术因子-成交量型,量价技术类,factors2023.md,411,421,1d,1d,T_close,high|low|close|volume,"MID = SUM(VOL\*(2\*CLOSE-HIGH-LOW)/(HIGH+LOW),0)
CHO = EMA(MID,N1)-EMA(MID,N2)
默认: N1 = 10、N2 = 3","ts_ema(ts_cumsum(volume*(2*close-high-low)/(high+low+1e-12)),10)-ts_ema(ts_cumsum(volume*(2*close-high-low)/(high+low+1e-12)),3)",exact,,legacy_expression,,,,{},10
calendar2023_2_5_4_u6210_4ea4_91cf_76f8_5bf9_5f3a_5f31_6307_6807,2023,2.5.4,成交量相对强弱指标,量价技术类,技术因子-成交量型,技术因子-成交量型,量价技术类,factors2023.md,421,433,1d,1d,T_close,close|volume,"U = IF(CLOSE>CLOSE\[1],VOL,IF(CLOSE=CLOSE\[1],VOL/2,0))
D = IF(CLOSE<CLOSE\[1],VOL,IF(CLOSE=CLOSE\[1],VOL/2,0))
UU = ((N-1)U\[1]+U)/N
DD = ((N-1)D\[1]+D)/N
VRSI = 100\*UU/(UU+DD)
默认: N = 20","100*ts_ema(ts_where(close>ts_delay(close,1),volume,ts_where(close==ts_delay(close,1),volume/2,0)),20)/(ts_ema(ts_where(close>ts_delay(close,1),volume,ts_where(close==ts_delay(close,1),volume/2,0)),20)+ts_ema(ts_where(close<ts_delay(close,1),volume,ts_where(close==ts_delay(close,1),volume/2,0)),20)+1e-12)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},21
calendar2023_2_5_5_u6210_4ea4_91cf_6bd4_7387_6307_6807,2023,2.5.5,成交量比率指标,量价技术类,技术因子-成交量型,技术因子-成交量型,量价技术类,factors2023.md,433,444,1d,1d,T_close,close|volume,"A = IF(CLOSE>CLOSE\[1],VOL,0)
B = IF(CLOSE<CLOSE\[1],VOL,0)
VR = SUM(A,N)/SUM(B,N)\*100
默认: N = 20","100*ts_sum(ts_where(close>ts_delay(close,1),volume,0),20)/(ts_sum(ts_where(close<ts_delay(close,1),volume,0),20)+1e-12)",exact,,legacy_expression,,,,{},21
calendar2023_2_5_6_u4ef7_91cf_8d8b_52bf_6307_6807,2023,2.5.6,价量趋势指标,量价技术类,技术因子-成交量型,技术因子-成交量型,量价技术类,factors2023.md,444,452,1d,1d,T_close,close|volume,"PVT = (CLOSE-CLOSE\[1])/CLOSE\[1]\*VOL + PVT\[1]
PVT 初始值 = (CLOSE-CLOSE\[1])/CLOSE\[1]\*VOL","ts_cumsum((close/ts_delay(close,1)-1)*volume)",exact,,legacy_expression,,research_report_factors:concept_overlap,concept_overlap,{},2
calendar2023_2_5_7_u80fd_91cf_6307_6807,2023,2.5.7,能量指标,量价技术类,技术因子-成交量型,技术因子-成交量型,量价技术类,factors2023.md,452,461,1d,1d,T_close,close|volume,"OBV = OBV\[1]+IF(CLOSE>CLOSE\[1],VOL,IF(CLOSE<CLOSE\[1],-VOL,0))","ts_cumsum(ts_where(close>ts_delay(close,1),volume,ts_where(close<ts_delay(close,1),-1*volume,0)))",exact,,legacy_expression,,,,{},2
calendar2023_2_5_8_u6210_4ea4_91cf_6446_52a8_6307_6807,2023,2.5.8,成交量摆动指标,量价技术类,技术因子-成交量型,技术因子-成交量型,量价技术类,factors2023.md,461,474,1d,1d,T_close,volume,"TR = IF(HIGH+LOW+CLOSE>HIGH\[1]+LOW\[1]+CLOSE\[1],1,-1)
DM = HIGH-LOW
CM = IF(TR=TR\[1],CM\[1]+DM,DM\[1]+DM)
VF = VOL\*ABS(2\*(DM/CM-1))\*TR\*100
KVO(N1,N2) = EMA(VF,N1)-EMA(VF,N2)
默认: N1 = 34、N2 = 55","100*(ts_mean(volume,12)-ts_mean(volume,26))/(ts_mean(volume,26)+1e-12)",exact,,legacy_expression,,,,{},26
calendar2023_3_1_1_u5ba1_67e5_671f_6708_6570_5e73_5747,2023,3.1.1,审查期月数平均,另类因子,创新与专利类,创新与专利类,另类因子,factors2023.md,476,488,1d,1d,T_close,patent,mean(\text{截止日前5年内新生成的有效的发明授权专利的审查期月数}),,blocked_data,精确实现依赖当前数据审计未发现的数据域: patent,,,,,{},0
