name,calendar_year,calendar_id,title,category,sub_category,raw_category,normalized_category,source_file,source_start_line,source_end_line,input_frequency,output_frequency,available_at,required_fields,original_formula,implemented_formula,implementation_status,implementation_notes,implementation_key,proxy_of,duplicate_refs,duplicate_type,default_params,warmup_requirement
calendar2022_11_u8425_4e1a_80fd_529b_6539_5584,2022,11,营业能力改善,财务质量因子-改进,,财务质量因子-改进,财务质量因子,factors2022.md,303,329,1d,1d,T_close,fundamental_raw,Revenue_i = a_i + \beta_i Cost_i + \varepsilon_i,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_12_u4e00_81f4_9884_671f_6536_76ca_7387,2022,12,一致预期收益率,分析师因子,,分析师因子,分析师预期类,factors2022.md,330,351,1d,1d,T_close,analyst,TR = \sum_{i=1}^{N} \frac{P_i^e}{P},,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2022_13_u603b_5e02_503c,2022,13,总市值,未分类,,,未分类,factors2022.md,352,370,1d,1d,T_close,market_cap_2,,market_cap_2,exact,供应商日频PIT衍生字段,alias:market_cap_2,,,,{},0
calendar2022_14_u7d2f_8ba1_632f_52a8_5347_964d_6307_6807,2022,14,累计振动升降指标,技术因子-趋势型,,技术因子-趋势型,量价技术类,factors2022.md,371,436,1d,1d,T_close,open|high|low|close|volume,"A = \text{ABS(HIGH-CLOSE[1])}

B = \text{ABS(LOW-CLOSE[1])}

C = \text{ABS(HIGH-LOW[1])}

D = \text{ABS(CLOSE[1]-OPEN[1])}

E = \text{CLOSE-CLOSE[1]}

F = \text{CLOSE-OPEN}

G = \text{CLOSE[1]-OPEN[1]}

X = E+0.5F+G

K= \text{MAX}(A,B)

R=\text{IF}(A>B \text{ AND } A>C, A+0.5B+0.25D, \text{IF}(B>A \text{ AND } B>C, B+0.5A+0.25D, C+0.25D))

SI = 16*X/R*K

ASI(N) = \text{SUM}(SI,N)","sum(16*X/R*K,20)",exact,,daily_technical_metric,,,,"{'metric': 'asi', 'window': 20}",20
calendar2022_15_5,2022,15,资产增长率-5年,未分类,,,未分类,factors2022.md,437,455,1d,1d,T_close,fundamental_raw,\frac{\text{最近报告期总资产} - \text{过去5年前同期总资产}}{\text{过去5年前同期总资产}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_16_u5b58_8d27_53d8_52a8,2022,16,存货变动,投资因子,,投资因子,投资因子,factors2022.md,456,480,1d,1d,T_close,fundamental_raw,"\frac{最近报告期存货 - 上年同期存货}{平均总资产}

平均总资产 = \frac{本期总资产 + 上年同期值}{2}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_17_u516c_53f8_6cbb_7406_6307_6570,2022,17,公司治理指数,公司治理因子,,公司治理因子,公司治理因子,factors2022.md,481,498,1d,1d,T_close,fundamental_raw,"<span class=""tag"">公司治理因子</span>",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_18_u6d41_52a8_6bd4_7387,2022,18,流动比率,杠杆因子,,杠杆因子,杠杆因子,factors2022.md,499,518,1d,1d,T_close,current_ratio_ttm,\frac{\text{最近报告期流动资产合计}}{\text{最近同期流动负债合计}},current_ratio_ttm,exact,供应商日频PIT衍生字段,alias:current_ratio_ttm,,,,{},0
calendar2022_19_u9500_552e_6536_5165_540c_6bd4_589e_957f_7387,2022,19,销售收入同比增长率,未分类,,,未分类,factors2022.md,519,539,1d,1d,T_close,operating_revenue_growth_ratio_ttm,\frac{最近12个月营业收入(TTM) - 上年同期值}{abs(上年同期值)},operating_revenue_growth_ratio_ttm,exact,供应商日频PIT衍生字段,alias:operating_revenue_growth_ratio_ttm,,,,{},0
calendar2022_20_u80a1_4e1c_6237_6570,2022,20,股东户数,未分类,,,股东因子,factors2022.md,540,557,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2022_21_u5355_5b63_5ea6_603b_8d44_4ea7_8425_4e1a_5229,2022,21,单季度总资产营业利润,财务质量因子-盈利能力,,财务质量因子-盈利能力,财务质量因子,factors2022.md,558,575,1d,1d,T_close,fundamental_raw,\frac{最近单季度营业利润}{期末总资产},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_22_u7efc_5408_80a1_6743_53d1_884c,2022,22,综合股权发行,未分类,,,未分类,factors2022.md,576,595,1d,1d,T_close,fundamental_raw,\ln \frac{\text{当前最新总市值}}{\text{过去5年前的总市值}} - \text{相同时间区间内的对数累计收益率},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_23_u644a_8584_51c0_8d44_4ea7_6536_76ca_7387,2022,23,摊薄净资产收益率,未分类,,,未分类,factors2022.md,596,615,1d,1d,T_close,return_on_equity_diluted_ttm,\frac{\text{最近12个月归属母公司净利润(TTM)}}{\text{期末归属母公司股东权益合计}},return_on_equity_diluted_ttm,exact,供应商日频PIT衍生字段,alias:return_on_equity_diluted_ttm,,,,{},0
calendar2022_24_u8d1f_503a_6743_76ca_6bd4,2022,24,负债权益比,杠杆因子,,杠杆因子,杠杆因子,factors2022.md,616,635,1d,1d,T_close,debt_to_equity_ratio_ttm,\frac{最近报告期负债合计}{最近报告期股东权益合计},debt_to_equity_ratio_ttm,exact,供应商日频PIT衍生字段,alias:debt_to_equity_ratio_ttm,,,,{},0
calendar2022_25_u4e1a_7ee9_8d8b_52bf,2022,25,业绩趋势,财务质量因子-改进,,财务质量因子-改进,财务质量因子,factors2022.md,636,661,1d,1d,T_close,fundamental_raw,NetProfit_t = \alpha * t^2 + \beta * t + c,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_26_u8521_91d1_6ce2_52a8_7387_6307_6807,2022,26,蔡金波动率指标,未分类,,,波动率因子,factors2022.md,662,683,1d,1d,T_close,high|low,"CVI(N) = \frac{EMA(HIGH-LOW, N) - EMA(HIGH-LOW, N)[N]}{EMA(HIGH-LOW, N)} \times 100","100*((high-low)-ts_delay(high-low,10))/(ts_delay(high-low,10)+1e-12)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},10
calendar2022_27_u4ef7_91cf_8d8b_52bf_6307_6807,2022,27,价量趋势指标,技术因子-成交型,,技术因子-成交型,量价技术类,factors2022.md,684,707,1d,1d,T_close,close|volume,"PVT = \frac{(CLOSE - CLOSE[1])}{CLOSE[1]} \times VOL + PVT[1]

PVT_{\text{初始值}} = \frac{(CLOSE - CLOSE[1])}{CLOSE[1]} \times VOL","ts_cumsum((close/ts_delay(close,1)-1)*volume)",exact,,legacy_expression,,research_report_factors:concept_overlap,concept_overlap,{},2
calendar2022_28_u81ea_7531_6d41_901a_80a1_5e02_503c,2022,28,自由流通股市值,未分类,,,未分类,factors2022.md,708,724,1d,1d,T_close,a_share_market_val_in_circulation,,a_share_market_val_in_circulation,exact,供应商日频PIT衍生字段,alias:a_share_market_val_in_circulation,,,,{},0
calendar2022_29_u603b_8d44_4ea7_5e02_503c_6bd4,2022,29,总资产市值比,估值因子,,估值因子,估值因子,factors2022.md,725,744,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2022_30_u7ecf_8425_73b0_91d1_6d41_91cf_6bd4_7387,2022,30,经营现金流量比率,未分类,,,未分类,factors2022.md,745,769,1d,1d,T_close,cash_flow_ratio_ttm,"\frac{\text{最近12个月经营性活动产生的现金流净额(TTM)}}{\text{平均流动负债合计}}

\text{平均流动负债} = \frac{\text{期初流动负债合计} + \text{期末流动负债合计}}{2}",cash_flow_ratio_ttm,exact,供应商日频PIT衍生字段,alias:cash_flow_ratio_ttm,,,,{},0
calendar2022_31_u5355_5b63_5ea6_9500_552e_6536_5165_540c_6bd4,2022,31,单季度销售收入同比增长率,未分类,,,未分类,factors2022.md,770,787,1d,1d,T_close,fundamental_raw,\frac{\text{最近单季度营业收入} - \text{上年同期值}(TTM)}{\text{abs}(\text{上年同期值})},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_32_u80a1_6743_96c6_4e2d_5ea6,2022,32,股权集中度,股东因子,,股东因子,股东因子,factors2022.md,788,807,1d,1d,T_close,shareholder,\frac{\text{前三大股东持股数}}{\text{总股本}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: shareholder,,,,,{},0
calendar2022_33_eps,2022,33,预期EPS调整,未分类,,,未分类,factors2022.md,808,827,1d,1d,T_close,analyst,\frac{当前预期EPS - 三个月前预期EPS}{abs(三个月前预期EPS)},,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2022_34_u8d28_91cf_589e_957f,2022,34,质量增长,质量因子,,质量因子,质量因子,factors2022.md,828,858,unknown,1d,T_close,,"质量增长 = \frac{当前最新质量因子 - 去年同期值}{去年同期值}

质量增长 = 最近报告期质量因子 - 去年同期值",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2022_35_u8425_4e1a_603b_6536_5165_540c_6bd4_589e_957f,2022,35,营业总收入同比增长率,未分类,,,未分类,factors2022.md,859,881,1d,1d,T_close,operating_revenue_growth_ratio_ttm,\frac{\text{最近12个月营业总收入}(TTM) - \text{上年同期值}}{\text{abs}(\text{上年同期值})},operating_revenue_growth_ratio_ttm,exact,供应商日频PIT衍生字段,alias:operating_revenue_growth_ratio_ttm,,,,{},0
calendar2022_36_u80a1_6743_96c6_4e2d_5ea6_6d41_901a,2022,36,股权集中度(流通),未分类,,,未分类,factors2022.md,882,905,1d,1d,T_close,shareholder,\frac{\text{前三大流通股东持股数}}{\text{流通股股本}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: shareholder,,,,,{},0
calendar2022_37_eps,2022,37,预期EPS上调比例,未分类,,,未分类,factors2022.md,906,931,1d,1d,T_close,analyst,EpsDiffusion = \frac{up - down}{up + down},,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2022_38_u7814_53d1_8d39_7528_5e02_503c_6bd4,2022,38,研发费用市值比,未分类,,,未分类,factors2022.md,932,954,1d,1d,T_close,fundamental_raw,\frac{\text{最近12个月研发费用(TTM)}}{\text{总市值}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_39_u7ebf_6027_7eaf_5316_51c0_5229_6da6,2022,39,线性纯化净利润,财务质量因子-改进,,财务质量因子-改进,财务质量因子,factors2022.md,955,979,1d,1d,T_close,fundamental_raw,"NetProfit_i = a_i + \beta_{1,i}NonOperatingIncome_i + \beta_{2,i}CashPaidEmployees + \varepsilon_i",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_40_u6536_96c6_6d3e_53d1_6307_6807,2022,40,收集派发指标,未分类,,,未分类,factors2022.md,980,1005,1d,1d,T_close,high|low|close,"DIF = CLOSE - IF(CLOSE > CLOSE[1], MIN(LOW, CLOSE[1]), MAX(HIGH, CLOSE[1]))

ACD(N) = SUM(IF(CLOSE = CLOSE[1], 0, DIF), N)","ts_sum(ts_where(close==ts_delay(close,1),0,close-ts_where(close>ts_delay(close,1),rq_min(low,ts_delay(close,1)),rq_max(high,ts_delay(close,1)))),20)",exact,,legacy_expression,,,,{},20
calendar2022_41_u5e73_6ed1_5f02_540c_5747_7ebf_6307_6807,2022,41,平滑异同均线指标,未分类,,,未分类,factors2022.md,1006,1035,1d,1d,T_close,close,"\text{DIF} = \text{EMA}(\text{CLOSE}, N1) - \text{EMA}(\text{CLOSE}, N2)

\text{DEA} = \text{EMA}(\text{DIF}, N3)

\text{MACD} = 2 \times (\text{DIF} - \text{DEA})","ts_ema(close,12)-ts_ema(close,26)",exact,,legacy_expression,,alpha101/158/191/360:concept_overlap,concept_overlap,{},26
calendar2022_42_u80a1_7968_4ea4_6613_5468_8f6c_7387,2022,42,股票交易周转率,未分类,,,未分类,factors2022.md,1036,1062,1d,1d,T_close,turnover|market_cap_2,"\frac{\text{一段时间内的股票交易总额}}{\text{平均总市值}}

\text{平均总市值} = \frac{\text{期初总市值} + \text{期末总市值}}{2}","ts_sum(turnover,20)/((market_cap_2+ts_delay(market_cap_2,20))/2+1e-12)",exact,,legacy_expression,,,,{},20
calendar2022_43_52,2022,43,最近52周的最高价,未分类,,,未分类,factors2022.md,1063,1082,1d,1d,T_close,close,\frac{\text{当前收盘价}}{\text{最近52周最高价}},"close / ts_max(close, 250)",exact,,rolling_high_ratio,,,,{'window': 250},250
calendar2022_44_u7279_8d28_6ce2_52a8_7387,2022,44,特质波动率,未分类,,,波动率因子,factors2022.md,1083,1117,1d,1d,T_close,close|market_ret,"std(\varepsilon_{i,t})

r_{i,t} - r_{f,t} = \alpha_i + \beta_{i,t}(r_{m,t} - r_{f,t}) + \varepsilon_{i,t}

r_{i,t} = \alpha_i + \beta_{1,i}MKT_t + \beta_{2,i}SMB_t + \beta_{3,i}HML_t + \varepsilon_{i,t}","std(residual(return~market_return),252)",exact,,daily_rolling_risk,,alpha101/158/191/360:concept_overlap,concept_overlap,"{'metric': 'idio_vol', 'window': 252, 'min_samples': 126}",253
calendar2022_45_u8d44_4ea7_589e_957f_7387_5355_5b63_5ea6,2022,45,资产增长率-单季度,未分类,,,未分类,factors2022.md,1118,1136,1d,1d,T_close,fundamental_raw,\frac{最近报告期总资产 - 上一报告期总资产}{上一报告期总资产},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_46_u6bcf_80a1_6536_76ca_6263_9664_644a_8584,2022,46,每股收益(扣除+摊薄),未分类,,,未分类,factors2022.md,1137,1161,1d,1d,T_close,adjusted_fully_diluted_earnings_per_share_ttm,"\frac{\text{最近12个月扣除非经常损益的净利润}(TTM)}{\text{平均总股本}}

\text{平均总股本} = \frac{\text{期初总股本} + \text{期末总股本}}{2}",adjusted_fully_diluted_earnings_per_share_ttm,exact,供应商日频PIT衍生字段,alias:adjusted_fully_diluted_earnings_per_share_ttm,,,,{},0
calendar2022_47_u6263_975e_51c0_8d44_4ea7_6536_76ca_7387,2022,47,扣非净资产收益率,未分类,,,未分类,factors2022.md,1162,1183,1d,1d,T_close,adjusted_return_on_equity_ttm,\frac{\text{最近12个月扣除非经常损益后归属母公司净利润(TTM)}}{\text{平均净资产}},adjusted_return_on_equity_ttm,exact,供应商日频PIT衍生字段,alias:adjusted_return_on_equity_ttm,,,,{},0
calendar2022_48_u5229_606f_4fdd_969c_500d_6570,2022,48,利息保障倍数,财务质量因子-偿债能力,,财务质量因子-偿债能力,财务质量因子,factors2022.md,1184,1209,1d,1d,T_close,time_interest_earned_ratio_ttm,\frac{\text{最近12个月息税前利润 } EBIT (TTM)}{\text{最近12个月利息费用 } (TTM)},time_interest_earned_ratio_ttm,exact,供应商日频PIT衍生字段,alias:time_interest_earned_ratio_ttm,,,,{},0
calendar2022_49_u5355_5b63_5ea6_8425_4e1a_603b_6536_5165_540c,2022,49,单季度营业总收入同比增长率,未分类,,,未分类,factors2022.md,1210,1232,1d,1d,T_close,analyst,\frac{最近单季度营业总收入 - 上年同期值}{abs(上年同期值)},,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2022_50_u6237_5747_6301_80a1_6bd4_4f8b,2022,50,户均持股比例,股东因子,,股东因子,股东因子,factors2022.md,1233,1252,1d,1d,T_close,shareholder,\frac{\text{总股本} / \text{股东户数}}{\text{总股本}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: shareholder,,,,,{},0
calendar2022_51_pe,2022,51,预期PE调整,分析师因子,,分析师因子,分析师预期类,factors2022.md,1253,1272,1d,1d,T_close,analyst,\frac{\text{当前预期PE} - \text{三个月前预期PE}}{\text{abs(三个月前预期PE)}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2022_52_5,2022,52,账面价值增长率-5年,未分类,,,未分类,factors2022.md,1273,1292,1d,1d,T_close,fundamental_raw,\frac{最近报告期股东权益合计 - 过去5年前同期股东权益合计}{过去5年前同期股东权益合计},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_53_u644a_8584_6263_975e_51c0_8d44_4ea7_6536_76ca,2022,53,摊薄扣非净资产收益率,未分类,,,未分类,factors2022.md,1293,1311,1d,1d,T_close,adjusted_return_on_equity_diluted_ttm,,adjusted_return_on_equity_diluted_ttm,exact,供应商日频PIT衍生字段,alias:adjusted_return_on_equity_diluted_ttm,,,,{},0
calendar2022_54_u901f_52a8_6bd4_7387,2022,54,速动比率,未分类,,,未分类,factors2022.md,1312,1336,1d,1d,T_close,quick_ratio_ttm,"\frac{最近报告期速动资产}{最近同期流动负债合计}

速动资产 = 流动资产 - 存货 - (应付账款 + 待摊费用)",quick_ratio_ttm,exact,供应商日频PIT衍生字段,alias:quick_ratio_ttm,,,,{},0
calendar2022_55_u4ea7_80fd_5229_7528_7387_63d0_5347,2022,55,产能利用率提升,未分类,,,未分类,factors2022.md,1337,1361,1d,1d,T_close,fundamental_raw,TotalOperationCost_i = a_i + \beta_i FixedAssets_i + \varepsilon_i,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_56_u4eba_6c14_6307_6570,2022,56,人气指数,未分类,,,未分类,factors2022.md,1362,1383,1d,1d,T_close,open|high|low,"AR(N) = \frac{\text{SUM(HIGH-OPEN, N)}}{\text{SUM(OPEN-LOW, N)}} \times 100","100*ts_sum(high-open,26)/(ts_sum(open-low,26)+1e-12)",exact,,legacy_expression,,,,{},26
calendar2022_57_q,2022,57,Q棒指标,技术因子-趋势型,,技术因子-趋势型,量价技术类,factors2022.md,1384,1405,1d,1d,T_close,open|close,"QST(N) = \text{SUM}(\text{CLOSE}-\text{OPEN}, N)/N","ts_mean(close-open,20)",exact,,legacy_expression,,,,{},20
calendar2022_58_u5bf9_6570_603b_5e02_503c,2022,58,对数总市值,未分类,,,未分类,factors2022.md,1406,1424,1d,1d,T_close,market_cap_2,\ln(\text{当日收盘价} \times \text{当日总股本}),log(market_cap_2),exact,,log,,,,{},0
calendar2022_59_u76c8_5229_5e02_503c_6bd4,2022,59,盈利市值比,估值因子,,估值因子,估值因子,factors2022.md,1425,1444,1d,1d,T_close,ep_ratio_ttm,\frac{\text{最近12个月归属母公司净利润(TTM)}}{\text{总市值}},ep_ratio_ttm,exact,供应商日频PIT衍生字段,alias:ep_ratio_ttm,,,,{},0
calendar2022_60_u5355_5b63_5ea6_603b_8d44_4ea7_51c0_5229_7387,2022,60,单季度总资产净利率,未分类,,,未分类,factors2022.md,1445,1464,1d,1d,T_close,fundamental_raw,\frac{\text{最近单季度净利润}}{\text{期末总资产}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_61_u5b58_8d27_589e_957f_7387,2022,61,存货增长率,投资因子,,投资因子,投资因子,factors2022.md,1465,1483,1d,1d,T_close,fundamental_raw,\frac{(\text{最近报告期的存货}-\text{上年同期值})}{\text{上年同期值}},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_62_u73b0_91d1_6bd4_7387,2022,62,现金比率,未分类,,,未分类,factors2022.md,1484,1503,1d,1d,T_close,cash_ratio_ttm,\frac{\text{最近报告期的货币资金} + \text{最近报告期的交易性金融资产}}{\text{最近同期的流动负债合计}},cash_ratio_ttm,exact,供应商日频PIT衍生字段,alias:cash_ratio_ttm,,,,{},0
calendar2022_63_u51c0_5229_6da6_540c_6bd4_589e_957f_7387,2022,63,净利润同比增长率,未分类,,,未分类,factors2022.md,1504,1524,1d,1d,T_close,net_profit_growth_ratio_ttm,\frac{最近12个月的净利润(TTM)-上年同期值}{abs(上年同期值)},net_profit_growth_ratio_ttm,exact,供应商日频PIT衍生字段,alias:net_profit_growth_ratio_ttm,,,,{},0
calendar2022_64_u5b58_8d27_5468_8f6c_7387,2022,64,存货周转率,未分类,,,未分类,factors2022.md,1525,1549,1d,1d,T_close,inventory_turnover_ttm,"\frac{\text{最近12个月的营业成本}(TTM)}{\text{平均存货}}

\text{平均存货} = \frac{\text{本期存货} + \text{上年同期存货}}{2}",inventory_turnover_ttm,exact,供应商日频PIT衍生字段,alias:inventory_turnover_ttm,,,,{},0
calendar2022_65_u5ba2_6237_52a8_91cf_56e0_5b50_57fa_4e8e_9500,2022,65,客户动量因子-基于销售占比,另类因子,,另类因子,另类因子,factors2022.md,1550,1573,1d,1d,T_close,supply_chain,"\text{cmom}_i^{1M} = \sum_{j=1}^{N_i} w_{ij}^{\text{sales}} \text{mom}_j^{1M}, i = 1, 2, \ldots, N",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2022_66_u5355_5b63_5ea6_51c0_5229_6da6_540c_6bd4_589e,2022,66,单季度净利润同比增长率,未分类,,,未分类,factors2022.md,1574,1596,1d,1d,T_close,fundamental_raw,\frac{最近单季度净利润 - 上年同期值}{abs(上年同期值)},,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2022_67_u5206_6790_5e08_8986_76d6,2022,67,分析师覆盖,分析师因子,,分析师因子,分析师预期类,factors2022.md,1597,1615,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2022_68_u6362_624b_7387,2022,68,换手率,未分类,,,未分类,factors2022.md,1616,1638,1d,1d,T_close,volume|close|a_share_market_val_in_circulation,"mean(最近K个月日度换手率序列)

日度换手率 = \frac{成交量}{流通股本}",volume*close/a_share_market_val_in_circulation,exact,,turnover_rate,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2022_69_roe,2022,69,ROE增长减净资产增长,财务质量因子-改进,,财务质量因子-改进,财务质量因子,factors2022.md,1639,1665,1d,1d,T_close,inc_return_on_equity_ttm|net_asset_growth_ratio_ttm,"ROE\ 环比增速 = \frac{本期\ ROE(TTM) - 上季度ROE(TTM)}{abs(上季度\ ROE(TTM))}

净资产同比增速 = \frac{最近报告期的归属母公司股东权益 - 上年同期值}{上年同期值}",inc_return_on_equity_ttm-net_asset_growth_ratio_ttm,exact,,legacy_expression,,,,{},0
